title,article_link,thumbnail_link,caption,date,author,page
[Cek Fakta] Benarkah Tes PCR Sama Dengan Mendapatkan Vaksinasi Covid-19? Cek Faktanya,https://www.medcom.id/telusur/cek-fakta/VNnggL2b-cek-fakta-benarkah-tes-pcr-sama-dengan-mendapatkan-vaksinasi-covid-19-cek-faktanya,https://cdn.medcom.id/dynamic/content/2022/03/02/1395621/Q7DdTnavZI.png?w=320,, 02-Maret-2022 20:11,,0
[Cek Fakta] Beredar Video Kaki Seorang Ulama Terbang saat Berdoa? Cek Dulu Faktanya,https://www.medcom.id/telusur/cek-fakta/Obz442gK-cek-fakta-beredar-video-kaki-seorang-ulama-terbang-saat-berdoa-cek-dulu-faktanya,https://cdn.medcom.id/dynamic/content/2022/03/02/1395398/xyDzNw57qL.png?w=320,, 02-Maret-2022 14:22,,0
[Cek Fakta] Beredar Video Jenazah Wanita di Palembang Hidup Lagi setelah Dikubur? Begini Faktanya,https://www.medcom.id/telusur/cek-fakta/wkBXXvvN-cek-fakta-beredar-video-jenazah-wanita-di-palembang-hidup-lagi-setelah-dikubur-begini-faktanya,https://cdn.medcom.id/dynamic/content/2022/03/02/1395315/lfA0ROnyxB.png?w=320,, 02-Maret-2022 12:22,,0
[Cek Fakta] Video Putin Ancam Menteri Yaqut Minta Maaf ke Umat Islam Indonesia? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/Wb7XXPnk-cek-fakta-video-putin-ancam-menteri-yaqut-minta-maaf-ke-umat-islam-indonesia-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/03/02/1395233/y6aHxZTbOw.png?w=320,, 02-Maret-2022 09:39,,0
[Cek Fakta] Benarkah Ini Video Presiden Ukraina Pelawak? Simak Faktanya,https://www.medcom.id/telusur/cek-fakta/nbwMMBjK-cek-fakta-benarkah-ini-video-presiden-ukraina-pelawak-simak-faktanya,https://cdn.medcom.id/dynamic/content/2022/03/02/1395209/sAkJafYPnd.png?w=320,, 02-Maret-2022 08:34,,0
"[Cek Fakta] Benarkah Vaksin Covid-19 Mengandung Formalin, MSG, dan Merkuri? Cek Dulu Faktanya",https://www.medcom.id/telusur/cek-fakta/VNngg91b-cek-fakta-benarkah-vaksin-covid-19-mengandung-formalin-msg-dan-merkuri-cek-dulu-faktanya,https://cdn.medcom.id/dynamic/content/2022/03/01/1394965/evVtDruRpb.png?w=320,, 01-Maret-2022 17:01,,0
[Cek Fakta] Mengonsumsi Hujan Es Diklaim Bisa Tingkatkan Imunitas? Cek Dulu Faktanya,https://www.medcom.id/telusur/cek-fakta/yKXqqe0N-cek-fakta-mengonsumsi-hujan-es-diklaim-bisa-tingkatkan-imunitas-cek-dulu-faktanya,https://cdn.medcom.id/dynamic/content/2022/03/01/1394886/86srIt0S5Q.png?w=320,, 01-Maret-2022 14:55,,0
[Cek Fakta] Seorang Anggota Polisi Dikabarkan Babak Belur Dihajar Massa? Begini Faktanya,https://www.medcom.id/telusur/cek-fakta/GbmaaPxb-cek-fakta-seorang-anggota-polisi-dikabarkan-babak-belur-dihajar-massa-begini-faktanya,https://cdn.medcom.id/dynamic/content/2022/03/01/1394799/JZMREAFDrp.png?w=320,, 01-Maret-2022 12:30,,0
[Cek Fakta] Bengkel Pesawat Bandara Kertajati Kamuflase Pintu Masuk Tentara Tiongkok? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/ybJrr0Ab-cek-fakta-bengkel-pesawat-bandara-kertajati-kamuflase-pintu-masuk-tentara-tiongkok-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/03/01/1394782/x3fFJ1tXsp.png?w=320,, 01-Maret-2022 11:59,,0
[Cek Fakta] Video TNI Bantu Ukraina Gempur Militer Rusia? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/VNnggMJb-cek-fakta-video-tni-bantu-ukraina-gempur-militer-rusia-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/03/01/1394721/bKGMgOodEB.png?w=320,, 01-Maret-2022 09:52,,0
[Cek Fakta] Media Barat Sebarkan Informasi Jurnalis Ini Tewas Dua Kali? Simak Faktanya,https://www.medcom.id/telusur/cek-fakta/ob344xAk-cek-fakta-media-barat-sebarkan-informasi-jurnalis-ini-tewas-dua-kali-simak-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/28/1394457/OqbpS06zYt.png?w=320,, 28-Februari-2022 11:34,,0
[Cek Fakta] Beredar Video Menag Yaqut Diusir Warga? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/xkEZZ4MK-cek-fakta-beredar-video-menag-yaqut-diusir-warga-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/28/1394440/2o6iESIt4j.png?w=320,, 28-Februari-2022 10:27,,0
[Cek Fakta] Benarkah Menteri Yaqut Seorang Pendeta dan Bernama Asli Cornelius Yaqhul Misa? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/zNPmmWzb-cek-fakta-benarkah-menteri-yaqut-seorang-pendeta-dan-bernama-asli-cornelius-yaqhul-misa-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/28/1394431/VF4sqnuSol.png?w=320,, 28-Februari-2022 10:00,,0
[Cek Fakta] Foto Menteri Yaqut dengan Seorang Perempuan? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/yKXqjBEN-cek-fakta-foto-menteri-yaqut-dengan-seorang-perempuan-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/25/1393586/tvnF1JR4we.png?w=320,, 25-Februari-2022 11:28,,0
[Cek Fakta] Video Perdana Menteri India Sebut Islam Racun dan Seketika Meninggal? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/GKdjJ1Wb-cek-fakta-video-perdana-menteri-india-sebut-islam-racun-dan-seketika-meninggal-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/25/1393578/37lkVbhSKi.png?w=320,, 25-Februari-2022 11:07,,0
"60 Persen Warganet Terpapar Hoaks, Mafindo Luncurkan Buku Literasi",https://www.medcom.id/telusur/cek-fakta/0k8X4pLk-60-persen-warganet-terpapar-hoaks-mafindo-luncurkan-buku-literasi,https://cdn.medcom.id/dynamic/content/2022/02/24/1393225/6JeBtVEMk4.jpeg?w=320,, 24-Februari-2022 15:10,,0
[Cek Fakta] Beredar Hoaks Catut Nama Ketum AJI? Simak Faktanya,https://www.medcom.id/telusur/cek-fakta/aNrv9Y1N-cek-fakta-beredar-hoaks-catut-nama-ketum-aji-simak-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/24/1393193/Jc4ArMdaEf.png?w=320,, 24-Februari-2022 14:26,,0
[Cek Fakta] Video Pesawat Tiongkok Menyebarkan ,https://www.medcom.id/telusur/cek-fakta/Rb1GzpdK-cek-fakta-video-pesawat-tiongkok-menyebarkan-chemtrails-di-indonesia-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/23/1392771/eu3lL4QiCN.png?w=320,, 23-Februari-2022 17:11,,0
[Cek Fakta] Akhir-Akhir ini Pesawat ,https://www.medcom.id/telusur/cek-fakta/ybDX4VRb-cek-fakta-akhir-akhir-ini-pesawat-chemtrails-sangat-aktif-di-udara-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/23/1392608/ZvcTCHFhp2.png?w=320,, 23-Februari-2022 13:18,,0
[Cek Fakta] Akhir Bulan Ini akan Ada Bantuan Minyak Goreng Gratis di Seluruh Kelurahan dan Desa? Simak Faktanya,https://www.medcom.id/telusur/cek-fakta/8KyJleON-cek-fakta-akhir-bulan-ini-akan-ada-bantuan-minyak-goreng-gratis-di-seluruh-kelurahan-dan-desa-simak-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/21/1391637/659UOd1qEX.png?w=320,, 21-Februari-2022 13:50,,0
[Cek Fakta] Benarkah LPDP Pernah Dikuasai Kaum Tarbiyah? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/RkjvlaEk-cek-fakta-benarkah-lpdp-pernah-dikuasai-kaum-tarbiyah-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/21/1391543/kiSDON2sAf.png?w=320,, 21-Februari-2022 10:06,,30
[Cek Fakta] Bill Gates Untung Rp2.800 T dari Vaksin Covid-19? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/Rb1GmM2K-cek-fakta-bill-gates-untung-rp2-800-t-dari-vaksin-covid-19-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/21/1391527/dYXH3vVy6p.png?w=320,, 21-Februari-2022 09:21,,30
[Cek Fakta] Beredar Link PT Pos Indonesia Gelar Survei Berhadiah Rp2 Juta? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/8N0Gj0wK-cek-fakta-beredar-link-pt-pos-indonesia-gelar-survei-berhadiah-rp2-juta-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/18/1390635/QnJcuCjA02.png?w=320,, 18-Februari-2022 09:40,,30
[Cek Fakta] Banyak Pesawat Sengaja Tebar Racun ,https://www.medcom.id/telusur/cek-fakta/4baqYm0b-cek-fakta-banyak-pesawat-sengaja-tebar-racun-chemtrails-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/18/1390623/6iZoKtIh4R.png?w=320,, 18-Februari-2022 09:03,,30
"Lewat Program Cekfakta, 24 Media Berkolaborasi Melawan Hoaks Pemilu 2024",https://www.medcom.id/nasional/politik/8kovl0Mb-lewat-program-cekfakta-24-media-berkolaborasi-melawan-hoaks-pemilu-2024,https://cdn.medcom.id/dynamic/content/2022/02/17/1390418/CThZxcVyBj.jpg?w=320,, 17-Februari-2022 17:43,,30
[Cek Fakta] Foto-Foto Pesawat dan Serbuk yang Disiram dari Udara serta Mengakibatkan Omicron? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/Obz4ZOxK-cek-fakta-foto-foto-pesawat-dan-serbuk-yang-disiram-dari-udara-serta-mengakibatkan-omicron-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/17/1390254/lx3u1MXvcA.png?w=320,, 17-Februari-2022 13:30,,30
[Cek Fakta] Muncul Asap Putih di Langit dan Kasus Omicron akan Meningkat? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/ybDXV7Xb-cek-fakta-muncul-asap-putih-di-langit-dan-kasus-omicron-akan-meningkat-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/17/1390152/pUN5qwxdvZ.png?w=320,, 17-Februari-2022 10:43,,30
[Cek Fakta] Beredar Video Suara Jokowi Sebut Berminat Menjadi Presiden 3 Periode? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/4KZqz7Ek-cek-fakta-beredar-video-suara-jokowi-sebut-berminat-menjadi-presiden-3-periode-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/17/1390144/JGtg5Rrxvs.png?w=320,, 17-Februari-2022 10:16,,30
[Cek Fakta] Jika Seseorang sudah Divaksin Tiga Kali Secara Otomatis Dapat Kode 5G? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/VNngXEvb-cek-fakta-jika-seseorang-sudah-divaksin-tiga-kali-secara-otomatis-dapat-kode-5g-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/16/1389765/GTqPdxCbc7.png?w=320,, 16-Februari-2022 14:13,,30
[Cek Fakta] Puluhan hingga Ratusan Anak SD di Indonesia Meninggal setelah Divaksin? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/RkjvB0Vk-cek-fakta-puluhan-hingga-ratusan-anak-sd-di-indonesia-meninggal-setelah-divaksin-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/16/1389743/VG5MFAym1d.png?w=320,, 16-Februari-2022 13:25,,30
[Cek Fakta] Masih Ada yang Percaya Vaksin untuk Membunuh Pribumi? Simak Faktanya,https://www.medcom.id/telusur/cek-fakta/lKYqxO3K-cek-fakta-masih-ada-yang-percaya-vaksin-untuk-membunuh-pribumi-simak-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/16/1389717/XLvgCOnI3x.png?w=320,, 16-Februari-2022 12:50,,30
[Cek Fakta] Beredar Daftar Negara Anggap Covid-19 hanya Flu Musiman dan Batalkan Semua Protokol Kesehatan? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/akW95gdN-cek-fakta-beredar-daftar-negara-anggap-covid-19-hanya-flu-musiman-dan-batalkan-semua-protokol-kesehatan-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/15/1389166/UEBXtgqzxJ.png?w=320,, 15-Februari-2022 12:24,,30
[Cek Fakta] Ilmuwan Jerman Sebut Berkumur Beberapa Kali dengan Air Garam Panas Bisa Hilangkan Covid-19? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/GKdjOyWb-cek-fakta-ilmuwan-jerman-sebut-berkumur-beberapa-kali-dengan-air-garam-panas-bisa-hilangkan-covid-19-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/15/1389178/S1RNcAxuib.png?w=320,, 15-Februari-2022 11:54,,30
"[Cek Fakta] Lagi, Beredar Hoaks Sultan Hamengku Buwono X Sebut Covid-19 Sandiwara? Ini Faktanya",https://www.medcom.id/telusur/cek-fakta/GbmaY9yb-cek-fakta-lagi-beredar-hoaks-sultan-hamengku-buwono-x-sebut-covid-19-sandiwara-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/15/1389155/9mfSoB0zKL.png?w=320,, 15-Februari-2022 11:02,,30
[Cek Fakta] MS Glow Gelar ,https://www.medcom.id/telusur/cek-fakta/VNngXgab-cek-fakta-ms-glow-gelar-give-away-berhadiah-rp85-juta-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/14/1388821/DidWqSJLc5.png?w=320,, 14-Februari-2022 14:40,,30
[Cek Fakta] Nasi yang Dihangatkan lebih dari 12 Jam di ,https://www.medcom.id/telusur/cek-fakta/yNLLGP6N-cek-fakta-nasi-yang-dihangatkan-lebih-dari-12-jam-di-magic-com-berubah-jadi-racun-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/14/1388807/0dn92lZSC4.png?w=320,, 14-Februari-2022 14:01,,30
[Cek Fakta] Video Wanita Berhijab Diguyur Air karena Kebencian Orang di India? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/9K5X00ak-cek-fakta-video-wanita-berhijab-diguyur-air-karena-kebencian-orang-di-india-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/14/1388701/CUG4Mbul7d.png?w=320,, 14-Februari-2022 09:25,,30
[Cek Fakta] Luhut Sebut Jokowi Salat Subuh 5 Rakaat? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/MkMDGyVb-cek-fakta-luhut-sebut-jokowi-salat-subuh-5-rakaat-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/13/1388432/oxWSh0iaJv.png?w=320,, 13-Februari-2022 09:25,,30
[Cek Fakta] Video Sejumlah Kantong Mayat dan Satunya Bergerak terkait Covid-19? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/PNg7WgPN-cek-fakta-video-sejumlah-kantong-mayat-dan-satunya-bergerak-terkait-covid-19-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/13/1388424/HZtrMRnjKf.png?w=320,, 13-Februari-2022 08:37,,30
[Cek Fakta] Kapolda Jateng Sebut Tahan 64 Warga Wadas karena Ganggu Proyek PT Beijing Xie Wen? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/GNGA4Vdk-cek-fakta-kapolda-jateng-sebut-tahan-64-warga-wadas-karena-ganggu-proyek-pt-beijing-xie-wen-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/12/1388280/UsYTW129KR.png?w=320,, 12-Februari-2022 15:01,,30
[Cek Fakta] Jika tak Berobat Minimal Sekali dalam Setahun Kartu BPJS Kesehatan Dinonaktifkan? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/1bVqjEQN-cek-fakta-jika-tak-berobat-minimal-sekali-dalam-setahun-kartu-bpjs-kesehatan-dinonaktifkan-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/12/1388270/GBAuML6o2Q.png?w=320,, 12-Februari-2022 14:18,,30
[Cek Fakta] Shopee Memberikan Hadiah Rp185 Juta? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/Rb1G5JXK-cek-fakta-shopee-memberikan-hadiah-rp185-juta-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/11/1388027/FhE0RL9zMa.png?w=320,, 11-Februari-2022 17:48,,30
[Cek Fakta] Benarkah BPJS Berikan Dana Bantuan Rp100 Juta? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/ob34x85k-cek-fakta-benarkah-bpjs-berikan-dana-bantuan-rp100-juta-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/11/1388013/4nAHgoYN7Q.png?w=320,, 11-Februari-2022 17:27,,30
[Cek Fakta] Benarkah Sinar UV Melindungi Indonesia dari Varian Omicron? Cek Dulu Faktanya,https://www.medcom.id/telusur/cek-fakta/GbmaXzeb-cek-fakta-benarkah-sinar-uv-melindungi-indonesia-dari-varian-omicron-cek-dulu-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/10/1387611/lfs5eKq94Q.png?w=320,, 10-Februari-2022 17:41,,30
[Cek Fakta] Beredar Kisah Seorang Pria Penjelajah Waktu Asal Taured? Begini Faktanya,https://www.medcom.id/telusur/cek-fakta/GKdjR8Ab-cek-fakta-beredar-kisah-seorang-pria-penjelajah-waktu-asal-taured-begini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/10/1387478/nCPZzIE8kx.png?w=320,, 10-Februari-2022 14:13,,30
[Cek Fakta] AOJOL Pinjaman Online Dikelola Bank Indonesia? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/8KyJ5DYN-cek-fakta-aojol-pinjaman-online-dikelola-bank-indonesia-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/10/1387437/3QpCzL5Ax4.png?w=320,, 10-Februari-2022 12:49,,30
[Cek Fakta] Jika Anda Dapat Pesan WA Sultan Hamengku Buwono X Sebut Covid-19 Sandiwara? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/ybDX08pb-cek-fakta-jika-anda-dapat-pesan-wa-sultan-hamengku-buwono-x-sebut-covid-19-sandiwara-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/10/1387396/O3svTe0cYy.png?w=320,, 10-Februari-2022 11:20,,30
[Cek Fakta] Air Rebusan Pare Diklaim Dapat Membersihkan Kolesterol dan Semua Penyakit? Cek Dulu Faktanya,https://www.medcom.id/telusur/cek-fakta/9K5Xrz3k-cek-fakta-air-rebusan-pare-diklaim-dapat-membersihkan-kolesterol-dan-semua-penyakit-cek-dulu-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/10/1387389/KmtF8gYSx1.png?w=320,, 10-Februari-2022 11:10,,30
"[Cek Fakta] Ade Armando ""Bongkar"" Rahasia Rezim Jokowi karena tidak Kebagian Jatah? Ini Faktanya",https://www.medcom.id/telusur/cek-fakta/RkjvzD9k-cek-fakta-ade-armando-bongkar-rahasia-rezim-jokowi-karena-tidak-kebagian-jatah-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/10/1387343/U3qHZEIwnm.png?w=320,, 10-Februari-2022 09:16,,30
[Cek Fakta] McDonald's Buka Lowongan Khusus untuk yang Kalah Kripto? Cek Dulu Faktanya,https://www.medcom.id/telusur/cek-fakta/ob34xL0k-cek-fakta-mcdonald-s-buka-lowongan-khusus-untuk-yang-kalah-kripto-cek-dulu-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/09/1387157/QZ1u35ARIr.png?w=320,, 09-Februari-2022 17:58,,30
[Cek Fakta] Beredar Video Erupsi Gunung Anak Krakatau pada 4 Februari 2022? Begini Faktanya,https://www.medcom.id/telusur/cek-fakta/wkBX7B0N-cek-fakta-beredar-video-erupsi-gunung-anak-krakatau-pada-4-februari-2022-begini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/09/1387015/zepE9HA5bS.png?w=320,, 09-Februari-2022 13:34,,60
[Cek Fakta] Asap Putih di Langit Bandung Ini akan Buat Warga Keracunan? Simak Faktanya,https://www.medcom.id/telusur/cek-fakta/eN4GRq3K-cek-fakta-asap-putih-di-langit-bandung-ini-akan-buat-warga-keracunan-simak-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/09/1386939/vV3EHKA1IP.png?w=320,, 09-Februari-2022 10:57,,60
[Cek Fakta] Vaksin Covid-19 Dibuat untuk Melenyapkan Penduduk Dunia karena sudah Terlalu Banyak? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/nN9XwyGK-cek-fakta-vaksin-covid-19-dibuat-untuk-melenyapkan-penduduk-dunia-karena-sudah-terlalu-banyak-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/09/1386930/z1gwKFaVYp.png?w=320,, 09-Februari-2022 10:41,,60
[Cek Fakta] Video Daging Tikus Dijual sebagai ,https://www.medcom.id/telusur/cek-fakta/GbmaXaPb-cek-fakta-video-daging-tikus-dijual-sebagai-chicken-wings-tanpa-tulang-di-as-cek-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/09/1386899/mr0EljWwiN.png?w=320,, 09-Februari-2022 09:24,,60
[Cek Fakta] Sopir Truk Kecelakaan Maut Di Balikpapan Dihukum Mati? Cek Faktanya,https://www.medcom.id/telusur/cek-fakta/gNQe0GnN-cek-fakta-sopir-truk-kecelakaan-maut-di-balikpapan-dihukum-mati-cek-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/08/1386758/IEOxtRSlXg.png?w=320,, 08-Februari-2022 19:47,,60
[Cek Fakta] Campuran Daun Pepaya dan Jahe Dapat Mengobati Covid-19 Varian Omicron? Cek Faktanya,https://www.medcom.id/telusur/cek-fakta/yKXqG9ON-cek-fakta-campuran-daun-pepaya-dan-jahe-dapat-mengobati-covid-19-varian-omicron-cek-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/08/1386642/hxQr8bKAYv.png?w=320,, 08-Februari-2022 16:24,,60
[Cek Fakta] Fenomena Sejumlah Akun Twitter Palsu ,https://www.medcom.id/telusur/cek-fakta/8N0GZ8YK-cek-fakta-fenomena-sejumlah-akun-twitter-palsu-ngaku-dari-bank-mandiri,https://cdn.medcom.id/dynamic/content/2022/02/08/1386579/lPvGWyAFSO.png?w=320,, 08-Februari-2022 14:51,,60
[Cek Fakta] Beredar Video Pria Dipaksa Vaksin? Begini Faktanya,https://www.medcom.id/telusur/cek-fakta/GbmaX3ob-cek-fakta-beredar-video-pria-dipaksa-vaksin-begini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/08/1386499/SP1WxVbN9j.png?w=320,, 08-Februari-2022 12:08,,60
[Cek Fakta] Beredar Obat Progesterex Modus Baru Pelaku Kejahatan Seksual? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/RkjvzQVk-cek-fakta-beredar-obat-progesterex-modus-baru-pelaku-kejahatan-seksual-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/08/1386487/MGHZqUkByX.png?w=320,, 08-Februari-2022 11:40,,60
[Cek Fakta] Obat-Obatan Covid-19 yang Disebarkan ke Rumah Sakit Mematikan? Ini Faktanya,https://www.medcom.id/telusur/cek-fakta/ybDXzLjb-cek-fakta-obat-obatan-covid-19-yang-disebarkan-ke-rumah-sakit-mematikan-ini-faktanya,https://cdn.medcom.id/dynamic/content/2022/02/07/1386152/O8NvCXUTG1.png?w=320,, 07-Februari-2022 14:24,,60
